Zeit,Aktion,Barcode,Lagerplatz_x,Lagerplatz_y
2026-05-12 14:15:06,Auslagerung,1041573,8,7
2026-05-12 14:15:06,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:07,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:08,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:09,Auslagerung,1041573,8,7
2026-05-12 14:15:10,Auslagerung,1041573,8,7
2026-05-12 14:15:10,Auslagerung,1041573,8,7
2026-05-12 14:15:10,Auslagerung,1041573,8,7
2026-05-12 14:15:10,Auslagerung,1041573,8,7
2026-05-12 14:15:10,Auslagerung,1041573,8,7
2026-05-12 14:15:10,Auslagerung,1041573,8,7
2026-05-12 14:15:10,Auslagerung,1041573,8,7
2026-05-12 14:15:10,Auslagerung,1041573,8,7
2026-05-12 14:15:10,Auslagerung,1041573,8,7
2026-05-12 14:15:10,Auslagerung,1041573,8,7
2026-05-12 14:15:10,Auslagerung,1041573,8,7
2026-05-12 14:15:10,Auslagerung,1041573,8,7
2026-05-12 14:15:10,Auslagerung,1041573,8,7
